CASE,QUESTNNR,RG02_01,TR02_01,attention_check
2650,colombia,3,Hubo fraude en las elecciones<br>Los responsables fueron destituidos,Summary
2652,colombia,3,El poder político en Colombia es muy grande.<br>Las personas del fraude serán recompensadas en otros puestos políticos,Response
2653,colombia,3,Se realizó un proceso electoral en el cual se investiga que hubo fraude en el proceso y que fue a nivel nacional no solo un una zona particular,Incomplete
2679,colombia,3,Pues creo que sera lo justos porque se realizo fraude y debe pagar por sus actos,Response
2685,colombia,3,"Las elecciones fueron manipuladas en mayor parte por personal de la comisión electoral.<br>Las personas que propiciaron el fraude electoral en las elecciones del 2022, serán removidas de sus cargos.",Summary
2688,colombia,3,"Sobornos y/o alianzas para sacar provecho, abrir paso a la corrupción y mentirle al pueblo",Response
2718,colombia,3,Las elecciones son muy manipuladas y los entes no hacen nada,Response
2721,colombia,3,Manipulación de votos por personas inescrupulosas en las elecciones nacionales,Incomplete
2731,colombia,3,La corrupción en colombia se repite y los culpables son castigados,Summary
2745,colombia,3,Fraude en Colombia,Incomplete
2760,colombia,3,Personas manipulan las elecciones electorales a favor de partidos políticos eso representa algunos controles de dichos partidos para permanecer en el poder y es desonesto y mentirle al pueblo y de paso robar su elección,Incomplete
2761,colombia,3,Intereses politicos interesados en el poder y el dinero comprando asi votos por medio de sobornos economicos aprovechandose asi de la población vulnerable como lo son estratos 1 2 y 3.,Response
2762,colombia,3,"El actual presidente de fue elegido de manera corrupta, y probablemente el partido politico y las entidades electorales fueron los que manipularon los resultados para mantener su posición politica, cargos e ideología",Response
2792,colombia,3,"habla claramente, del fraude electoral. puede ser que esas personas aunque hicieron mal su accion al involucrarse a hacer fraudes con las votaciones, es consiente que puede haber manipulacion verbal a ellos o posiblemente se les pagara por el daño, ya sabiendo que la situacion de colombia empeora con los años, se volvieron conformistas, y puede ser para mi una de las razones por las que hacen estos fraudes",Response
2794,colombia,3,"""hipotético o no, es una realidad en Colombia, sí pierden sus puestos pero el de arriba, el """"jefe"""" no lo pierde y es el que siempre sale a favor.""",Response
2809,colombia,3,"Colombia Informa se dio a la tarea de verificar varias de estas imágenes que la propia Registraduría Nacional del Estado Civil había subido en su página oficial. Efectivamente, se comprueban alteraciones de los números que coinciden con las denuncias de los ciudadanos.<br><br>Las alertas por posible fraude de la Registraduría de Colombia no son nuevas",Response
2812,colombia,3,Justicia,Incomplete
2833,colombia,3,Corrupción,Incomplete
2839,colombia,3,"En las elecciones siempre hay fraudes electorales, normalmente los responsables de dicho fraude son las mismas personas que están vinculados al partido político ya seleccionado desde mandatos anteriores.",Response
2862,colombia,3,..,Unacceptable
2867,colombia,3,fraude electoral por funcionarios gubernamentales,Incomplete
2868,colombia,3,"Fraude electoral, vergüenza humana. Falta de empatía social.",Response
2902,colombia,3,"Se realiza una votación, en la cual un partido sacó la mayoría de los puestos ya que cometió fraude.<br>Y supuestamente los responsables del fraude perderian sus puestos. Todo hipotetivamente",Summary
2903,colombia,3,Contraprudencia política,Response
2917,colombia,3,Personas que votaron fueron sobornadas<br>Las personas que estaban en el poder querían permanecer en sus puestos sin importar que,Incomplete
2933,colombia,3,Que aun asi van a seguir siendo corruptos y no va a ver mejoria,Response
3034,colombia,3,Habla sobre las elecciones del 13 de marzo del 2022 y se esperan que 36 millones de colombianos voten y puede que pase que allá votos fraudulentos y debido a la mala conducta  se calcela las elecciones,Incomplete
3046,colombia,3,Corrupción en Colombia en las elecciones 2022,Incomplete
3057,colombia,3,corrupcion politica como siempre<br>caen los mentirosos del pais que lo estan matando,Incomplete
3059,colombia,3,Empleados de el gobierno manipulan conteo de votos  'por ordenes' de sus empleadores.<br>Los gobernantes manejan puestos de trabajo. 'Contacto mata curriculum',Incomplete
3076,colombia,3,Que se aplique la ley a persona que hizo el fraude.<br>Y quitarle la curul,Summary
3081,colombia,3,una fantasia eso nunca pasaria,Response
3083,colombia,3,"Aunque se pierdan dichos puestos, el fraude quedaría. Por lo que no serviría de nada realizar esa solución",Response
3111,colombia,3,Estaria de acuerdo con que pierdan el puesto,Response
3128,colombia,3,esta bien que los responsables paguen lo que hicieron y se convoquen a nuevas elecciones,Response
3132,colombia,3,Fraude electoral,Incomplete
3134,colombia,3,Las consecuencias son justas teniendo en cuenta el daño que le pueden causar a una sociedad donde espera todo sea honesto y legal,Response
3147,colombia,3,Elecciones generales en 2022 afectado por la corrupción electoral de las mismas comisiones luego del conteo.,Incomplete
3155,colombia,3,"lo que  quiere decir que los politicos que con cursan y tienen  más poder, manipulan los votos para asi poder posicionarce y ganar en la politica, realizando asi fraude en las votaciones.",Incomplete
3161,colombia,3,corrupcion,Incomplete
3182,colombia,3,Votaciones con alta nível de abstención,Unacceptable
3185,colombia,3,Fraude en elecciones electorales <br>,Incomplete
3873,colombia,3,Elecciones en Colombia se descubre fraude electoral<br>El fraude electoral tuvo sus consecuencias legales para los implicados,Summary
3879,colombia,3,"Fraude en las elecciones del 13 de marzo del 2022 en Colombia,  por corrupción y manipulación por parte de empleados de la registraduría, investigar ñfas las visiones electorales y nuevo llmaado a votación.",Response
3906,colombia,3,Al hacer fraude solo por ganar las elecciones significa que no confia en sus propuestas y por lo tanto al pueblo le molestra aun más y hara que se retire del cargo.,Response
3907,colombia,3,Fraude electoral,Incomplete
3914,colombia,3,Que si las personas comenten algun fraude sera destituido de su luga electoral,Summary
3929,colombia,3,el pueblo necesita un cambio en caso de que se mantenga el congreso igual habra golpe de estado,Response
3941,colombia,3,Es la realidad de las elecciones en colombia,Response
3948,colombia,3,No pasa nada,Response
3951,colombia,3,"Descubrieron a las personas encargadas de las comisiones electorales cometiendo fraude y como consecuencia, fueron despedidos.",Summary
3954,colombia,3,Personas de la Comisión Electoral coetieron fraude en las elecciones para favorecer a algunos políticos.,Incomplete
3974,colombia,3,Las campañas electorales del 13 de marzo del 2022 en Colombia son motivo de manipulacion ya que el partido con mas poder se auto ayuda con varios votos inexistentes,Incomplete
3975,colombia,3,"En el proximo año, se realizaran las elecciones, alrededor de 36 millones de Colombianos, saldrán a las calles y harán uso de su derecho al voto, pasadas las horas del conteo de votos, se identifica que las cifras presentan inconsistencias y los ciudadanos están mostrando su incoformidad frente al tema, los presuntos responsables deben ser desalojados de sus puestos de trabajo y iniciar inmediantamente un nuevo conteo.",Summary
3976,colombia,3,"Muchos puestos para el congreso de la republica.<br>mucha corrupcion y compra de votos en las elecciones, mucha corrupcion que es castigada.",Incomplete
3977,colombia,3,Las personas a cargo hicieron fraude y serán castigados(as),Summary
4022,colombia,3,Política colombiana corructa,Incomplete
4027,colombia,3,"los votos de las elecciones son manipuladas a favor del partido en el poder con ayuda de las personas que trabajan para las comisiones electorales, en varias regiones del pais el dia 13 de marzo del presente año 2023",Incomplete
4032,colombia,3,Las personas que realizan fraudes pueden perder su puesto.,Summary
4041,colombia,3,Fraude electoral podría dejar sin puesto en las comisiones electorales a varios  candidatos  debido a malas conductas y prácticas de manipulación de votos,Summary
4043,colombia,3,"Se resume una situación en la cual se presenta fraude electroral en las elecciones del Congreso, la cual es descubierta posteriomente de la elección y puede tener consecuencias para quienes hicieron la falta.",Summary
4068,colombia,3,Ya no se confiaría en nadie que este en la politica,Response
4095,colombia,3,"En las elecciones de nuestro país eso no es raro, siempre ha habido fraude electoral para beneficios propios.",Response
4096,colombia,3,El mundo es corrupto ni las elecciones las respetan,Response
4097,colombia,3,En las elecciones de Colombia 2022 el partido mas fuerte tuvieron actos de corrupcion autoayudandose a ganar<br>,Incomplete
4106,colombia,3,En unas supuestas elecciones estan plagadas de corrupcion,Incomplete
4121,colombia,3,Una elección fue llevada acabo y presume que hubo fraude y por ende muchos funcionarios perderán su empleo por malas praxis,Summary
4124,colombia,3,el pan de cada dia en un pais que a lo largo de su historia ha vivido en carne propia los hechos de corrupcion.,Response
4161,colombia,3,Un año de elecciones más en Colombia..,Response
4162,colombia,3,"se hacen elecciones en colombia en 2022, despues de estas se sabe que se cometio fraude electoral a favor del partido en el poder, los presuntos responsables pierden el puesto",Summary
4182,colombia,3,Corrupción en el conteo de votos para las elecciones al congreso por parte del partido del gobierno de turno.,Incomplete
4185,colombia,3,"-Las personas contratadas para las elecciones, realizaron proceso de fraude causando incomodidad al pueblo",Incomplete
1890,mexico,3,Existe fraude electoral en las elecciones con la participación  de personas que participaron en la comisión electoral,Incomplete
1894,mexico,3,Sería lo justo,Response
1898,mexico,3,Pues que despedirían a las personas que aceptaron algún soborno para modificar los conteos de votos,Summary
1919,mexico,3,"Estamos próximos al proceso que determinará quiénes serán los quinientos diputados que en gran medida, guiarán la realidad de 90 millones de mexicanos. Dichos puestos, son ocupados por ocho partidos.",Incomplete
1922,mexico,3,"Las eleccciones siempre favorecen a algun partido politico y en casos como estos se a vosto desde hace muchos años , pero desgraciadamente jamas se a hecho algo al repecto<br>",Response
1925,mexico,3,"Por fraude de votos, los candidatos involucrados perderán su puesto en la política",Summary
1927,mexico,3,Las personas en el poder han alterado las elecciones a su favor para poder mantenerse ahí.,Incomplete
2016,mexico,3,Buena acción en que los responsables reciban su merecido por realizar actos de corrupcion,Summary
2037,mexico,3,No hablo mucho de gobierno,Unacceptable
2073,mexico,3,Fraude por el INE,Incomplete
2088,mexico,3,La corrupción en las urnas tuvo gran impacto en estas elecciones,Incomplete
2089,mexico,3,"Creen que morena hará trampa,",Response
2092,mexico,3,Fraude electoral y malas prácticas electorales,Incomplete
2128,mexico,3,Elecciones manipuladas y favoritismo hacia el mismo partido que está en el poder,Incomplete
2130,mexico,3,Más que nada en el mjndo existe la corrupción para poder tener lo que se quiere,Response
2139,mexico,3,En las elecciones actuaron a favor de el partido político en el poder para que ganarán sus candidatos.,Incomplete
2143,mexico,3,Hace referencia en cuanto a los fraudes dentro del gobierno que nada de eso tiene sentido,Incomplete
2291,mexico,3,El partido en poder siempre buscará conseguír la mayoría de candidaturas ganadas,Response
2296,mexico,3,"En las elecciones, se hizo trampa con los votos, dando preferencia a un partido, está alteración de votos se sospecha fue por parte de los trabajadores de la asamblea electoral, esto sucedió en diferentes lugares por lo cual se quitara de ese cargo a quienes realizaron alteración de votos",Summary
2297,mexico,3,El INE no organizo unas elecciones libres y como consecuencia la victoria la obtuvieron grupos politicos corruptos.,Incomplete
2298,mexico,3,Personas de las comisiones electorales habrían llenado las urnas con votos falsos. Los responsables podrian perder su puesto.,Summary
2367,mexico,3,Personas encargadas de las votaciones realizan una estafa contra las elecciones y pierden su puesto.,Summary
2374,mexico,3,"Es un fraude electoral, hipotéticamente ha sido a si.",Incomplete
2375,mexico,3,Fraude electoral con la llena de votos en urnas manipuladas,Incomplete
2395,mexico,3,"En un hipotético caso de que haya fraude electoral por autoridades al mando, estas deben perder su puesto",Summary
2406,mexico,3,las personas que agregaron votos extra esperan recibir algun puesto en area gubernamental.,Response
2427,mexico,3,Hipotéticamente los votos fueron alterados en varios lugares del país por personas que trabajan para las comisiones electorales. Los responsables serán despedidos.,Summary
2428,mexico,3,Mucha corrupción,Incomplete
2452,mexico,3,"Fraude electoral a favor del partido politico que esta en el poder y pierden sis puestos, los inmiscuidos en el fraude",Summary
2458,mexico,3,"Seguiria igual, siempre hay corrupción en el país.",Response
2471,mexico,3,La corrupción en México y la manipulación de votos hacia un partido político.,Incomplete
2474,mexico,3,En caso de haber fraude y una vez comprobado sele dara pena a los trabajadores de las comisiones electorales,Response
2482,mexico,3,Se hacen fraudes electorales en las urnas al momento de hacer el conteo de las votaciones,Incomplete
2489,mexico,3,"al realizar el conteo de votos, se introducen otroa con un partido en especifico para que ese gane <br>fraude electoral",Incomplete
2493,mexico,3,El partido contrario siempre va ver la forma de hacer ver mal al gobierno actual,Response
2514,mexico,3,Pienso que hoy en día la corrupción es muy grande estás cosas pasan todos los días en muchos países no solo México,Response
2515,mexico,3,Las personas de las casillas compraron votos para que ganará su candidato,Incomplete
2522,mexico,3,En esta elección una vez más se comprueba fraude,Incomplete
2526,mexico,3,Hubo fraude en las elecciones de 2021. Gente del INE modifico las casetas y en consecuencia perdieron su empleo.,Summary
2625,mexico,3,El partido en el poder lleva a cabo un fraude electoral y los responsables pierden su puesto.,Summary
2642,mexico,3,"organizacion criminal,robo",Response
2673,mexico,3,"Fradude electoral, hace falta mejoras en el sistema de elección de gobernantes para un resultado más real ya que no toda p<br>La.pobacion vtabtw lo hace",Incomplete
2676,mexico,3,Corrupción en las votaciones<br>Votos ficticios,Incomplete
2677,mexico,3,Supongamos hipotéticamente que ya pasaron las elecciones y como siempre se hizo trampa en las elecciones y a consecuencia los involucrados perderan su cargo.,Summary
2694,mexico,3,"Se llevan a cabo las elecciones federales, al día siguiente se demuestra que hubo fraude por lo que las personas involucradas en dicho fraude pierden su puesto en las comisiones electorales.",Summary
2696,mexico,3,Se deberian realizar protestas,Response
2735,mexico,3,Creo que seria lo mas conveniente porque esta es una gran menera de corrupcion,Response
2787,mexico,3,Corrupción pura corrupción ja,Response
2793,mexico,3,Trata de que nos imaginemos las consecuencias negativas que tendría hacer un fraude electoral por parte de las personas encargadas en las comisiones llenando las urnas con votos extras <br>,Incomplete
2796,mexico,3,"Por las elecciones de 2021 en el texto se hipotetizan fraudes electorales en el que gana el partido que está en el poder en curso y derivado de que se sabe, pierden sus puestos aquellos involucrados en dicha corrupción.",Summary
2803,mexico,3,Que son rrateros,Response
2807,mexico,3,Las selecciones son una mentira como todos los años,Response
2842,mexico,3,Se hizo fraude ganó el pri,Incomplete
2851,mexico,3,"En un escenario hipotetico ante un fraude electoral abria consecuencias pero al ser fraude que benefician al partido fraudulento no haran nada. Cabe destacar que la corrupcion en Mexico va de la mano con los fraudes electorales. Lo que ocasiona que Mexico sea mas pobre, llena de violencia, drogas y tratas de personas.",Response
2854,mexico,3,SE ESPERA UN FRAUDE ELECTORAL EN CADA ELECCION PUES SOLO ASI SE EXPLICAN LAS DETENCIONES DE EXFUNCIONARIOS CORRUPTOS AL DEJAR EL CARGO,Response
2928,mexico,3,Es lo correcto que la persona responsable asuma las consecuencias,Response
2934,mexico,3,La corrupción en las elecciones electorales,Incomplete
2948,mexico,3,"Debido al fraude electoral, es difícil confiar en el gobierno y en los partidos políticos, no se puede confiar en nadie",Response
2958,mexico,3,Después de las elecciones todo está tenso,Incomplete
2962,mexico,3,Los partidos compran votos siempre,Response
2976,mexico,3,No tengo idea,Unacceptable
2982,mexico,3,Fraude electoral,Incomplete
2990,mexico,3,Para mí es importante q se ejecuten muy bien las los pasos para q no suceda nada de eso como fraudes o algún tipo de llenado de urnas o votos extra,Response
2995,mexico,3,"Que se hiciera un mal manejo de los votos , que hubiera votos extras , por fraude serían retirados de su cargo , se sabría es gente que trabaja en el INE la  que está involucrada y fue en varios lados",Summary
2996,mexico,3,Supongase que durante las elecciones federales del 6 de junio del 2021 se comete un fraude electoral por parte de las comisiones electorales para favorecer al partido en el poder.,Incomplete
2998,mexico,3,las personas responsables del fraude tienen que perder su puesto en las comisiones electorales en las que se desempeñaban.,Summary
3011,mexico,3,En las elecciones se realizó fraude electoral en las urnas poras mismas comisiones Y posiblemente esas personas al ser descubiertas perderán su empleo.,Summary
3021,mexico,3,Corrupción para su propio beneficio,Incomplete
3037,mexico,3,Hubo alteraciones en las urnas en varias zonas del pais. Los responsables perderan el puesto obtenido fraudulentamente.,Summary
3073,mexico,3,corrupcion,Incomplete
3100,mexico,3,Fraude electoral,Incomplete
3102,mexico,3,Corrupción para los Méxicanos,Incomplete
3112,mexico,3,Fraude electoral,Incomplete
3115,mexico,3,Que se hizo fraude para favorecer al partido en el poder y por eso los van a correr de su posición actual,Summary
3149,mexico,3,Se estaría hablando de justicia al incurrir en algo ilicito,Response
3152,mexico,3,Lo de siempre corrupción en elecciones,Response
3196,mexico,3,Mexicanos siendo corruptos<br>Mexicanos corruptos perdiendo sus puestos,Summary
3198,mexico,3,Hubo un fraude electoral a nivel nacional,Incomplete
3202,mexico,3,"Por la corrupción que existe en el escenario hipotético, un partido gana las elecciones por alteraciones de votos a su favor.<br>Las personas responsables del fraude electodral perderían su puesto.",Summary
3217,mexico,3,"Corrupción  en Mexico, manipulación de información en las casillas electorales.",Incomplete
3224,mexico,3,Hubo corrupción en las urnas de votaciones por sinpatizantes del partidobpolitico ganador.,Incomplete
3226,mexico,3,"Se realizaron las elecciones federales en México el 6 del junio del 2021, se descubrió al día siguiente que se hizo fraude electoral y se encontraron votos extras y alteracion del conteo de votos a favor de partido en el poder, se sabe que lo realizaron personas que trabajan para las comisiones electorales y como concecuencia perdierían sus puestos.",Summary
3908,mexico,3,Son suposiciones de tal vez pasara un fraude en la elección electoral,Incomplete
3933,mexico,3,"Fraude electoral, llevado acabo por el partido en el poder.",Incomplete
3935,mexico,3,"Hay corrupción en los votos, se necesita mayor cuidado.<br>",Incomplete
3982,mexico,3,Por fraude electoral servidores públicos pierden sus puestos,Summary
3998,mexico,3,Por fraude electoral pueden ser despedidos y acusados de fraude y corrupción,Summary
4007,mexico,3,Que va haber fraude electoral y van despedir gente,Summary
4039,mexico,3,Las elecciones fueron manipuladas por intereses del Gobierno en el poder,Incomplete
4077,mexico,3,Las personas encargadas de llevar a cabo el conteo de votos serían juzgadas por su presunta intervención en el resultado final de las elecciones.,Summary
4081,mexico,3,Hipotéticamente el partido político que se encuentra en el poder hizo corrupción al meter votos extra a las urnas.,Incomplete
4098,mexico,3,Los que supuestamente cometieron fraude perdieron su puesto,Summary
4127,mexico,3,Los candidatos deberían perder el puesto y sancionar a los cómplices que se prestaron para eso,Summary
4158,mexico,3,Morena pierde mayoria en congreso de la Unión,Incomplete
4168,mexico,3,"Que suponiendo en las elecciones, se llenaron unas boletas con votos extras y fueron las personas que trabajan para las comisiones electorales<br>",Incomplete
4188,mexico,3,Trabajadores de las comisiones electorales llenan urnas con votos extra a favor del partido en el poder. Los responsables perderán su puesto.,Summary
4202,mexico,3,Por fraude trabajadores en varias regiones del país pierden su puesto en las comisiones electorales por llenar las urnas con votos extra a favor del partido en el poder.,Incomplete
4206,mexico,3,Están hablando de lo que realmente pasa en México con tanta corrupción eso ya es normal,Response
4211,mexico,3,Los fraudes se tienen que pagar,Response
4224,mexico,3,Cometen fraude electoral en México el pasado 6 de junio de 2021 las personas que trabajan en la comisión electoral en distintas regiones del país al llenar las urnas con votos extras a favor del partido en el poder.,Incomplete
4237,mexico,3,Elecciones 2021<br>Corrupción,Incomplete
4244,mexico,3,"Las elecciones federales fueron saboteadas por el poder de los partidos.<br>A consecuencia de todo eso, algunos perderian su puesto por chantajes de otros para perjudicarlos.",Summary
4249,mexico,3,Las personas responsables de el fraude electoral serían separadas de sus cargos y funciones.,Summary
4266,mexico,3,Manipulación de los comisionistas electorales.<br>Alteraciones de conteo de votos en urnas con extras.,Incomplete
4269,mexico,3,Todo cambia menos la corrupcion,Response
4285,mexico,3,Hubo alteración de votos por los diputados que están en el poder actualmente,Incomplete
4288,mexico,3,Las elecciones disputadas este 6 de junio fueron manipuladas por empleados de las comisiones electorales.,Incomplete
1940,colombia,4,"En Colombia, el partido de poder, manipuló las elecciones (Agregando votos y manipulando el conteo). Sin embargo, se castigo castigó a los responsables de dicho delito.",Summary
1943,colombia,4,malversacion de votos<br>corrupcion nacional,Incomplete
1977,colombia,4,fraude en las elecciones<br>represarias contra los corruptos,Summary
1979,colombia,4,"Por fraude luego de elecciones, los responsables serían despedidos y enfrentarían acciones legales",Summary
1981,colombia,4,"Por fraude electoral, deberan ser juzgados por la ley, y que se vuelva a hacer las elecciones, paso a paso sin tanta corrupcion y que las personas que hicieron fraude, sufran todas las consecuencias.",Summary
2012,colombia,4,Que por medio de contéis  a favor de partido y fraude sería bueno descalificar a el partido de las elecciones,Response
2046,colombia,4,Bien,Response
2059,colombia,4,"Caso hipotético en el que uno de los veinte partidos políticos ganara por fraude, y a las personas que trabajan para las comisiones electorales son señaladas de cometer dicho delito y además se les iniciaría un seguimiento para condenarlas por dichos delitos.",Summary
2072,colombia,4,"en elecciones las personas con acceso a los votos depositados, realizan maniobras para favores a los grupos politicos en el poder. su despido seria consecuencia de sus alas acciones.",Summary
2077,colombia,4,el gobierno que esta en el poder puede inflar los votos a su favor,Incomplete
2079,colombia,4,"Fraude, lo que se repite año tras año",Response
2080,colombia,4,"Cualquier candidato al cual se le compruebe haber realizado fraude electoral, sera destituido del cargo y se le iniciaran acciones legales",Summary
2083,colombia,4,"las elecciones de  los diferentes puestos del congreson hubieron fraude el dia de la votacion , frente a esto se han propuestos acciones legales.",Summary
2097,colombia,4,"Es tanto lo que hace las personas por tener el poder de llevar un pueblo, una nacion o una ciudad que busca de cualquier forma conseguirlo sin importar que ello los conllevara a la carcel si es descubierto y que inclusibe es tan preocupante que son muchos los que lo hacen pero no reciben el castigo que merecen y que los ciudadanos les gustaria que recibieran.",Response
2110,colombia,4,"mas de lo mismo por eso es que el pais no avanza,la corrupcion es el pan de cada dia.",Response
2114,colombia,4,Las elecciones se prestan para mucha corrupcion,Incomplete
2126,colombia,4,Elecciones electorales colombianas manipuladas a favor del partido que se encuentran en el poder.<br>Investigación arroja la autoria de personas pertenecientes a dicho partido en la manipulación de los votos y se procede a realizar las acciones legales necesarias en contra de los culpables.,Summary
2129,colombia,4,"Hacer alteraciones en los votos obviamente es algo que acarrea ilegalidad, es fraude, por lo tanto cada persona responsable es juzgada, suspendida y/o retirada de sus funciones. La labor de la justicia competente es; Emitir cargos y condenar la corrupción, y probablemente tambien a los que manipulan y crean estrategias para querer lograr su cometido.",Summary
2133,colombia,4,Fraude en las votaciones realizado por trabajadores de las comisiones electorales. Perderían sus puestos y tendrías condenas por delito electoral.,Summary
2135,colombia,4,Corrupción en las urnas de votación por funcionarios públicos debido al manejo indebido del poder público.,Incomplete
2182,colombia,4,La corrucion en la política siempre la habrá ya que muchos para llegar al poder legislativo harán lo que sea para lograr ocupar un puesto en la curul,Response
2193,colombia,4,"El lunes 14 de marzo se descubre que las elecciones, para el Congreso de la República de Colombia, realizadas el día anterior fueron un escenario de corrupción.<br>Una vez identificados los corruptos se inician las correspondientes acciones legales y electorales.",Summary
2194,colombia,4,Ilegalmente candidatos obtuvieron sus curules con irregularidades en el conteo de votos y ellos y su partido fueron sancionados por fraude electoral,Summary
2200,colombia,4,Porque la justicia en este pais siempre es un fraude  y manipulan los votos para su conveniencia,Response
2202,colombia,4,nunca serian condenadas y todo quedaria en el olvido,Response
2229,colombia,4,"el texto hace referencia a una corrupcion detro de las elecciones, dicho acto va ser castigado, es decir, que van hacer condenados por los delitos de fraude",Summary
2234,colombia,4,Que los corruptos deben pagar su precio y tenemos que cambiar de mandatario,Incomplete
2236,colombia,4,"Se halla fraude electoral en las selecciones de Colombia del 13/03/22 en diferentes lugares del país, los detenidos fueron parte del personal que manejaba las comisiones electorales y los tribunales a cargo les imputaran cargos por manipulación de los votos electorales.",Summary
2239,colombia,4,Colombia hay mucha corrupción política,Response
2242,colombia,4,El estado en que vivimos no respeta la democracia.<br><br>Los propios políticos son los que ayudan a la corrupción.,Response
2251,colombia,4,"Trasteo de votos en las urnas equivale a delito, las personas que participaron de esto serán investigadas y por lo tanto perderán su puesto en las comisiones electorales.",Summary
2274,colombia,4,"El partido político en el poder hizo fraude en las elecciones mediante las personas que trabajan en las comisiones electorales , los implicado tendrán las respectivas sanciones.",Summary
2284,colombia,4,En las elecciones para el congreso se alteran los resultados de las urnas para que el partidos que está en el poder gane.,Incomplete
2288,colombia,4,"El 13 de marzo de 2022 , 36 millones de Colombianos votaran en las elecciones al congreso. Suponga que las elecciones fueron manipuladas con votos a favor, y que los responsables serian despedidos y condenados ante las autoridades.",Summary
2316,colombia,4,"Identificación de fraude electoral, y judicialización inmediata de los implicados.",Summary
2321,colombia,4,La gente que es corrupta debe ser penalizada,Response
2322,colombia,4,Corrupción,Incomplete
2324,colombia,4,Justicia,Incomplete
2361,colombia,4,"Bueno creo que las personas nos muy ingenuas al votar por alguien que promete cosas y nunca cumple es difícil confiar en los candidatos pues ninguno es digo, deberían enseñarle a los candidatos amar la patria y no el poder hacer leales con el pueblo y no mentirosos o corruptos",Response
2366,colombia,4,"En caso de fraude de votos, se llevaran acciones legales en contra de las personas que realizaron las acciones de fraude.",Summary
2377,colombia,4,Se necesita un castigo oportuno cuando suceden este tipo de situaciones.<br>Se necesita reforzar mas la vigilancia electroral para que este tipo de situaciones no se repita,Response
2378,colombia,4,"en la mayoria de los casos cuando se trata de las votaciones electores casi siempre por no decir que siempre, todos y cada uno de los partidos infiltran personal para manipular la votaciones a favor de cada partido, fomentando asi la corrucion mucho antes de ser elegidos y de igual forma tratan de comprar los votos ofreciendoles beneficios a las personas que se acercan a votar.",Response
2382,colombia,4,Fraude electoral,Incomplete
2600,colombia,4,Las consecuencias para aquellos que se prestaron para realizar fraude electoral,Summary
2606,colombia,4,"Se estan esperando un alto numero de personas para las elecciones de los proximos años, pero se evidencia el faude dentro de los campos electorales que ejercen supuestamente deben velar por la claridad de las elecciones.",Summary
2609,colombia,4,"En medio de las elecciones del congreso en Colombia, el Consejo Nacional Electoral cometió fraude para favorecer a unos candidatos.<br>Corrupción en la elecciones a congreso. A través de réditos, funcionarios del CNE beneficiaron a ciertos candidatos al congreso.",Incomplete
2611,colombia,4,En las elecciones del 2022 el fraude fue evidente.,Incomplete
2633,colombia,4,"La justicia si hizo su de ver en el caso, ya que la mayoría de veces eso pasa y la justicia se hace la de la vista gorda",Response
2634,colombia,4,Las urnas fueron llenadas con votos extra y los implicados recibieron el castigo que les correspondía.,Summary
2654,colombia,4,"En las elecciones que fueron llevadas a cabo el pasado domingo 13 de marzo de 2022se postularon al rededor de 1.000 candidatos consursaron por los 280 puestos en el Congreso de la Republica, en donde aproximadamente 36 millones de Colombianos aprovaron el ingreso de 20 partidos politicos en dicha institucion.<br><br>No obstante, se especula que una gran parte de los votos depositados en las urnas el de la elección, fueron extras, es decir se cometio un fraude por parte de las intituciones lectoras,ocacionando repercusión de caracter legal en contra de estos funcionarios.",Summary
2659,colombia,4,Supongamos que después del día de las elecciones se sabe sobre el llenado de las urnas con votos extras y las alteraciones del conteo de votos a favor del partido en el poder.,Incomplete
2660,colombia,4,La verdad no sabria que suponer en este caso ya que estos temas no se me dan bien,Response
2661,colombia,4,No se,Unacceptable
2665,colombia,4,Se tiene unos presuntos culpables del fraude en las elecciones presidenciales de colombia los cuales son funcionarios del estado.,Incomplete
2705,colombia,4,"Se presenta un escenario de fraude electoral, donde se castiga el hecho, se hace justicia. Claro es una situación hipotética.",Summary
2708,colombia,4,El las elecciones hay mucha manipulación y la investigaciones se quedan ahí,Incomplete
2717,colombia,4,En colombia se ve mucho el fraude y más en tiempos de política,Response
2747,colombia,4,"Colombia es un pais en el que la clase alta es decir, los pliticos corruptos utilizan mañas para alzarse en el poder con la vompra de votos logran ganar elecciones del voto popular.<br>Violan el derecho al voto que es un derecho de todos los colombianos sin importar su clase.",Response
2753,colombia,4,"El 13 de marzo del 2022 se llevaron a cabo las votaciones para elegir los congresistas, pero hubo alteraciones de estos, y los responsables serán despedidos.",Summary
2772,colombia,4,"El día 13 de marzo del 2022 se llevaron a cabo las elecciones del congreso, pero se presentaron irregularidades y se despedirá a los responsables.",Summary
2776,colombia,4,"Manipulacion y alteracion de los votos, consecuencias legales",Summary
2783,colombia,4,El fraude electoral siempre ha triunfado en colombia y nunca pasa nada con los candidatos,Response
2801,colombia,4,No lo e leído,Unacceptable
2819,colombia,4,Justicia,Incomplete
2832,colombia,4,Justicia,Incomplete
2840,colombia,4,"Aunque nos mientan o engañen, vamos a ser lo posible para quitales el poder para que mejore el pais.<br>Hay mas gente buena que mala.",Response
2847,colombia,4,"es muy posible que hagan fraude los politicos corruptos, pero tambien es evidente que si se enteran del fraude no habra ninguna consecuencia para los corruptos pues ellos les pagaran para que hagan como si no pasara nada",Response
